Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Product Name,Brand,Subcategory,Category,Unit Cost USD,Unit Price USD,Revenue,Cost,Profit
371001,2,1/6/2016,,76021,2,945,2,AUD,A. Datum Rangefinder Digital Camera X200 Black,A. Datum,Digital Cameras,Cameras and camcorders,66.26,200.0,400.0,132.52,267.48
371001,3,1/6/2016,,76021,2,1033,1,AUD,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure,A. Datum,Digital Cameras,Cameras and camcorders,88.79,268.0,268.0,88.79,179.20999999999998
371001,4,1/6/2016,,76021,2,1581,5,AUD,SV DVD Recorder L240 Gold,Southridge Video,Movie DVD,"Music, Movies and Audio Books",72.56,219.0,1095.0,362.8,732.2
371002,1,1/6/2016,,1955971,53,80,4,USD,NT Wireless Bluetooth Stereo Headphones E302 Yellow,Northwind Traders,Bluetooth Headphones,Audio,18.65,40.55,162.2,74.6,87.6
371002,2,1/6/2016,,1955971,53,2171,3,USD,Fabrikam Coffee Maker Auto 10C M100 Silver,Fabrikam,Coffee Machines,Home Appliances,343.05,745.99,2237.9700000000003,1029.15,1208.8200000000002
371003,1,1/6/2016,,778259,28,1074,6,EUR,A. Datum SLR Camera M142 Orange,A. Datum,Digital SLR Cameras,Cameras and camcorders,143.48,312.0,1872.0,860.8799999999999,1011.1200000000001
371003,2,1/6/2016,,778259,28,127,2,EUR,"Adventure Works 19"" Color Digital TV E35 White",Adventure Works,Televisions,TV and Video,73.11,143.4,286.8,146.22,140.58
371003,3,1/6/2016,,778259,28,333,5,EUR,SV Car Video TFT7 M7002 Brown,Southridge Video,Car Video,TV and Video,162.64,319.0,1595.0,813.1999999999999,781.8000000000001
371003,4,1/6/2016,,778259,28,1627,4,EUR,Contoso DVD 48 DVD Storage Binder M50 Black,Contoso,Movie DVD,"Music, Movies and Audio Books",8.27,17.99,71.96,33.08,38.879999999999995
371003,5,1/6/2016,,778259,28,64,1,EUR,WWI 2GB Spy Video Recorder Pen M300 Silver,Wide World Importers,Recording Pen,Audio,83.24,181.0,181.0,83.24,97.76
371003,6,1/6/2016,,778259,28,1997,3,EUR,Fabrikam Microwave 1.6CuFt M1250 Grey,Fabrikam,Microwaves,Home Appliances,82.77,179.99,539.97,248.31,291.66
371004,1,1/6/2016,1/14/2016,1378439,0,1305,8,USD,Contoso Lens Adapter M450 Silver,Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,31.27,68.0,544.0,250.16,293.84000000000003
371005,1,1/6/2016,,1923558,48,58,1,USD,WWI 1GB Digital Voice Recorder Pen E100 Red,Wide World Importers,Recording Pen,Audio,79.53,156.0,156.0,79.53,76.47
371005,2,1/6/2016,,1923558,48,32,7,USD,Contoso 32GB Video MP3 Player M3200 Pink,Contoso,MP4&MP3,Audio,84.49,255.0,1785.0,591.43,1193.5700000000002
371006,1,1/6/2016,1/15/2016,1501383,0,1279,1,USD,Contoso General Soft Carrying Case E318 Black,Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,7.64,14.99,14.99,7.64,7.3500000000000005
371007,1,1/6/2016,1/18/2016,1378439,0,1639,1,USD,Contoso DVD 38 DVD Storage Binder E25 Red,Contoso,Movie DVD,"Music, Movies and Audio Books",5.09,9.99,9.99,5.09,4.9
371008,1,1/6/2016,,2053617,50,961,1,USD,A. Datum Ultra Compact Digital Camera M190 Grey,A. Datum,Digital Cameras,Cameras and camcorders,75.88,165.0,165.0,75.88,89.12
371008,2,1/6/2016,,2053617,50,1626,7,USD,Contoso DVD Recorder L240 Gold,Contoso,Movie DVD,"Music, Movies and Audio Books",72.56,219.0,1533.0,507.92,1025.08
371010,1,1/6/2016,,1716584,53,2491,5,USD,Cigarette Lighter Adapter for Contoso Phones E110 Black,Contoso,Cell phones Accessories,Cell phones,12.74,24.99,124.94999999999999,63.7,61.249999999999986
371010,2,1/6/2016,,1716584,53,1631,7,USD,Contoso DVD 55DVD Storage Binder M56 Black,Contoso,Movie DVD,"Music, Movies and Audio Books",5.82,12.66,88.62,40.74,47.88
371011,1,1/6/2016,1/14/2016,776266,0,458,5,EUR,WWI Desktop PC1.80 E1800 White,Wide World Importers,Desktops,Computers,117.21,229.9,1149.5,586.05,563.45
371011,2,1/6/2016,1/14/2016,776266,0,1573,3,EUR,SV DVD Player M120 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",27.13,58.99,176.97,81.39,95.58
371011,3,1/6/2016,1/14/2016,776266,0,32,5,EUR,Contoso 32GB Video MP3 Player M3200 Pink,Contoso,MP4&MP3,Audio,84.49,255.0,1275.0,422.45,852.55
371012,1,1/6/2016,,363872,8,147,1,CAD,"Adventure Works 52"" LCD HDTV X590 White",Adventure Works,Televisions,TV and Video,960.82,2899.99,2899.99,960.82,1939.1699999999996
371012,2,1/6/2016,,363872,8,1576,1,CAD,SV DVD Movies E100 Yellow,Southridge Video,Movie DVD,"Music, Movies and Audio Books",6.62,12.99,12.99,6.62,6.37
371012,3,1/6/2016,,363872,8,1642,3,CAD,Contoso DVD External DVD Burner M200 Black,Contoso,Movie DVD,"Music, Movies and Audio Books",26.62,57.88,173.64000000000001,79.86,93.78000000000002
371014,1,1/6/2016,,1161615,40,89,4,GBP,NT Wireless Transmitter and Bluetooth Headphones M150 Blue,Northwind Traders,Bluetooth Headphones,Audio,49.69,149.99,599.96,198.76,401.20000000000005
371014,2,1/6/2016,,1161615,40,337,3,GBP,SV Car Video LCD7 M7001 Brown,Southridge Video,Car Video,TV and Video,151.3,329.0,987.0,453.90000000000003,533.0999999999999
371015,1,1/6/2016,1/14/2016,1669745,0,1679,5,USD,MGS Hand Games for kids E300 Silver,Tailspin Toys,Boxed Games,Games and Toys,2.8,5.5,27.5,14.0,13.5
371015,2,1/6/2016,1/14/2016,1669745,0,1659,1,USD,Contoso DVD 14-Inch Player Portable L100 White,Contoso,Movie DVD,"Music, Movies and Audio Books",86.14,259.99,259.99,86.14,173.85000000000002
371015,3,1/6/2016,1/14/2016,1669745,0,1228,1,USD,"Fabrikam Independent Filmmaker 1"" 25mm X400 Blue",Fabrikam,Camcorders,Cameras and camcorders,536.74,1620.0,1620.0,536.74,1083.26
371015,4,1/6/2016,1/14/2016,1669745,0,1458,4,USD,The Phone Company Touch Screen Phones - LCD M12 Gold,The Phone Company,Touch Screen Phones,Cell phones,91.97,200.0,800.0,367.88,432.12
371016,1,1/6/2016,,879778,32,1704,2,EUR,SV Hand Games for students E40 Silver,Southridge Video,Boxed Games,Games and Toys,3.56,6.99,13.98,7.12,6.86
371017,1,1/6/2016,,1918687,61,2084,5,USD,Contoso Microwave 0.8CuFt E0080 Black,Contoso,Microwaves,Home Appliances,48.43,94.99,474.95,242.15,232.79999999999998
371017,2,1/6/2016,,1918687,61,2365,1,USD,Contoso Air conditioner 8000BTU M0320 Silver,Contoso,Air Conditioners,Home Appliances,183.94,399.99,399.99,183.94,216.05
371018,1,1/6/2016,,1041466,36,534,1,GBP,WWI LCD19 E107 White,Wide World Importers,Monitors,Computers,70.87,139.0,139.0,70.87,68.13
371018,2,1/6/2016,,1041466,36,1667,7,GBP,MGS Hand Games for kids E300 Black,Tailspin Toys,Boxed Games,Games and Toys,2.8,5.5,38.5,19.599999999999998,18.900000000000002
371018,3,1/6/2016,,1041466,36,1212,7,GBP,Fabrikam Social Videographer 1'' 25mm E400 Grey,Fabrikam,Camcorders,Cameras and camcorders,91.77,180.0,1260.0,642.39,617.61
371018,4,1/6/2016,,1041466,36,2496,1,GBP,Headphone Adapter for Contoso Phone E130 Silver,Contoso,Cell phones Accessories,Cell phones,5.09,9.99,9.99,5.09,4.9
371018,5,1/6/2016,,1041466,36,1200,2,GBP,Fabrikam Trendsetter 1'' 25mm X400 Grey,Fabrikam,Camcorders,Cameras and camcorders,331.32,1000.0,2000.0,662.64,1337.3600000000001
371018,6,1/6/2016,,1041466,36,1333,2,GBP,Contoso 4-Line Corded Cordless Telephone M203 Black,Contoso,Home & Office Phones,Cell phones,15.17,32.99,65.98,30.34,35.64
371018,7,1/6/2016,,1041466,36,2124,1,GBP,Contoso Coffee Maker 12C M1000 Silver,Contoso,Coffee Machines,Home Appliances,204.64,445.0,445.0,204.64,240.36
371019,1,1/6/2016,,916074,41,2506,2,GBP,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink,Contoso,Cell phones Accessories,Cell phones,2.42,4.74,9.48,4.84,4.640000000000001
371019,2,1/6/2016,,916074,41,1590,1,GBP,SV DVD 60 DVD Storage Binder L20 Silver,Southridge Video,Movie DVD,"Music, Movies and Audio Books",7.58,22.89,22.89,7.58,15.31
371019,3,1/6/2016,,916074,41,1615,2,GBP,SV DVD 15-Inch Player Portable L200 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",96.08,289.99,579.98,192.16,387.82000000000005
371019,4,1/6/2016,,916074,41,2093,2,GBP,Contoso Water Heater 2.6GPM E0900 Blue,Contoso,Water Heaters,Home Appliances,258.99,508.0,1016.0,517.98,498.02
372000,1,1/7/2016,1/22/2016,1413890,0,148,3,USD,"Adventure Works 52"" LCD HDTV X590 Brown",Adventure Works,Televisions,TV and Video,960.82,2899.99,8699.97,2882.46,5817.509999999999
372000,2,1/7/2016,1/22/2016,1413890,0,1620,1,USD,Contoso DVD Player M140 Gold,Contoso,Movie DVD,"Music, Movies and Audio Books",28.05,60.99,60.99,28.05,32.94
372000,3,1/7/2016,1/22/2016,1413890,0,825,3,USD,Contoso Reserve Pen - Tablet Pen E200 Grey,Contoso,Computers Accessories,Computers,7.09,13.9,41.7,21.27,20.430000000000003
372001,1,1/7/2016,,1412534,63,1286,1,USD,Contoso Genuine Leather Grip Belt E322 Black,Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,39.76,77.99,77.99,39.76,38.23
372001,2,1/7/2016,,1412534,63,1669,3,USD,MGS Hand Games men M300 Black,Tailspin Toys,Boxed Games,Games and Toys,3.17,6.89,20.669999999999998,9.51,11.159999999999998
372002,1,1/7/2016,,1718240,47,1299,7,USD,Contoso USB Cable M250 Blue,Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,11.5,25.0,175.0,80.5,94.5
372003,1,1/7/2016,,527409,19,1604,3,EUR,SV DVD 14-Inch Player Portable L100 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",86.14,259.99,779.97,258.42,521.55
372003,2,1/7/2016,,527409,19,141,4,EUR,"Adventure Works 15.6"" LCD TV M130W Silver",Adventure Works,Televisions,TV and Video,152.94,299.99,1199.96,611.76,588.2
372003,3,1/7/2016,,527409,19,83,2,EUR,NT Wireless Bluetooth Stereo Headphones M402 Silver,Northwind Traders,Bluetooth Headphones,Audio,45.98,99.99,199.98,91.96,108.02
372004,1,1/7/2016,,711449,30,922,9,EUR,SV USB Data Cable E600 Grey,Southridge Video,Computers Accessories,Computers,0.48,0.95,8.549999999999999,4.32,4.229999999999999
372005,1,1/7/2016,,302130,9,411,3,CAD,Proseware Laptop15 M510 White,Proseware,Laptops,Computers,321.44,699.0,2097.0,964.3199999999999,1132.68
372005,2,1/7/2016,,302130,9,75,4,CAD,NT Bluetooth Active Headphones E202 White,Northwind Traders,Bluetooth Headphones,Audio,17.45,37.95,151.8,69.8,82.00000000000001
372005,3,1/7/2016,,302130,9,1620,3,CAD,Contoso DVD Player M140 Gold,Contoso,Movie DVD,"Music, Movies and Audio Books",28.05,60.99,182.97,84.15,98.82
372005,4,1/7/2016,,302130,9,2366,5,CAD,Contoso Air conditioner 7000BTU E0260 Silver,Contoso,Air Conditioners,Home Appliances,152.94,299.99,1499.95,764.7,735.25
372005,5,1/7/2016,,302130,9,1652,8,CAD,Contoso DVD 12-Inch Player Portable M400 Silver,Contoso,Movie DVD,"Music, Movies and Audio Books",82.77,179.99,1439.92,662.16,777.7600000000001
372005,6,1/7/2016,,302130,9,1614,8,CAD,SV DVD 14-Inch Player Portable L100 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",86.14,259.99,2079.92,689.12,1390.8000000000002
372006,1,1/7/2016,1/15/2016,2095742,0,125,2,USD,"Adventure Works 19"" Color Digital TV E35 Silver",Adventure Works,Televisions,TV and Video,73.11,143.4,286.8,146.22,140.58
372007,1,1/7/2016,,1982994,61,1148,4,USD,Fabrikam Budget Movie-Maker 1'' 25mm E400 Black,Fabrikam,Camcorders,Cameras and camcorders,215.15,422.0,1688.0,860.6,827.4
372008,1,1/7/2016,,1214363,53,183,1,USD,SV 16xDVD M330 Silver,Southridge Video,VCD & DVD,TV and Video,50.13,109.0,109.0,50.13,58.87
372008,3,1/7/2016,,1214363,53,1665,1,USD,MGS Hand Games for 12-16 boys E600 Yellow,Tailspin Toys,Boxed Games,Games and Toys,2.54,4.99,4.99,2.54,2.45
372010,1,1/7/2016,,784075,29,90,7,EUR,NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Northwind Traders,Bluetooth Headphones,Audio,49.69,149.99,1049.93,347.83,702.1000000000001
372011,1,1/7/2016,,739625,29,1572,1,EUR,SV DVD Player M110 Silver,Southridge Video,Movie DVD,"Music, Movies and Audio Books",26.67,57.99,57.99,26.67,31.32
372012,1,1/7/2016,,195521,6,468,1,AUD,Proseware LCD19W M100 Black,Proseware,Monitors,Computers,82.32,179.0,179.0,82.32,96.68
372012,2,1/7/2016,,195521,6,1560,6,AUD,The Phone Company PDA Phone 3.7 inches M340 White,The Phone Company,Smart phones & PDAs,Cell phones,151.76,330.0,1980.0,910.56,1069.44
372012,3,1/7/2016,,195521,6,1094,2,AUD,Contoso SLR Camera M144 Gold,Contoso,Digital SLR Cameras,Cameras and camcorders,152.68,332.0,664.0,305.36,358.64
372012,4,1/7/2016,,195521,6,171,4,AUD,SV 16xDVD E340 Black,Southridge Video,VCD & DVD,TV and Video,45.53,99.0,396.0,182.12,213.88
372012,5,1/7/2016,,195521,6,2265,2,AUD,WWI Chandelier M615 Blue,Wide World Importers,Lamps,Home Appliances,105.76,229.99,459.98,211.52,248.46
372013,1,1/7/2016,,1042966,38,1259,2,GBP,Contoso Cyber Shot Digital Cameras Adapter E306 Black,Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,20.39,39.99,79.98,40.78,39.2
372016,1,1/7/2016,,1170323,42,1581,2,GBP,SV DVD Recorder L240 Gold,Southridge Video,Movie DVD,"Music, Movies and Audio Books",72.56,219.0,438.0,145.12,292.88
372016,2,1/7/2016,,1170323,42,6,3,GBP,Contoso 2G MP3 Player E200 Black,Contoso,MP4&MP3,Audio,11.0,21.57,64.71000000000001,33.0,31.710000000000008
373000,1,1/8/2016,1/14/2016,1367439,0,2509,3,USD,Contoso Original K1m Li-Ion Standard Battery E170 Black,Contoso,Cell phones Accessories,Cell phones,2.07,4.06,12.18,6.209999999999999,5.970000000000001
373000,2,1/8/2016,1/14/2016,1367439,0,716,3,USD,Proseware High Speed Laser M2000 White,Proseware,"Printers, Scanners & Fax",Computers,69.25,209.0,627.0,207.75,419.25
373002,1,1/8/2016,,1750554,48,1859,5,USD,NT Washer & Dryer 24in M2400 Blue,Northwind Traders,Washers & Dryers,Home Appliances,836.45,1818.9,9094.5,4182.25,4912.25
373003,1,1/8/2016,,2082534,56,67,3,USD,NT Bluetooth Stereo Headphones E52 Black,Northwind Traders,Bluetooth Headphones,Audio,13.1,25.69,77.07000000000001,39.3,37.77000000000001
373004,1,1/8/2016,,460587,24,1765,3,EUR,MGS Age of Empires Expansion: The Rise of Rome X900,Tailspin Toys,Download Games,Games and Toys,198.39,598.8,1796.3999999999999,595.17,1201.23
373005,1,1/8/2016,,1763365,65,342,2,USD,Fabrikam Laptop16 M6000 Black,Fabrikam,Laptops,Computers,275.46,599.0,1198.0,550.92,647.08
373005,2,1/8/2016,,1763365,65,1073,1,USD,"A. Datum SLR Camera 35"" X358 Orange",A. Datum,Digital SLR Cameras,Cameras and camcorders,194.82,588.0,588.0,194.82,393.18
373007,1,1/8/2016,1/14/2016,351747,0,103,2,CAD,WWI Wireless Bluetooth Stereo Headphones M270 Black,Wide World Importers,Bluetooth Headphones,Audio,52.88,115.0,230.0,105.76,124.24
373007,2,1/8/2016,1/14/2016,351747,0,1455,5,CAD,The Phone Company Pen Touch Screen Phones M320 Gold,The Phone Company,Touch Screen Phones,Cell phones,133.36,290.0,1450.0,666.8000000000001,783.1999999999999
373007,3,1/8/2016,1/14/2016,351747,0,1902,2,CAD,Fabrikam Refrigerator 1.7CuFt E1200 White,Fabrikam,Refrigerators,Home Appliances,66.27,129.99,259.98,132.54,127.44000000000003
373008,1,1/8/2016,,536845,23,535,3,EUR,WWI LCD19W M100 White,Wide World Importers,Monitors,Computers,82.32,179.0,537.0,246.95999999999998,290.04
373008,2,1/8/2016,,536845,23,2089,3,EUR,Contoso Water Heater 1.5GPM E0800 White,Contoso,Water Heaters,Home Appliances,131.28,257.5,772.5,393.84000000000003,378.65999999999997
373008,3,1/8/2016,,536845,23,1612,3,EUR,SV DVD 12-Inch Player Portable M400 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",82.77,179.99,539.97,248.31,291.66
373008,4,1/8/2016,,536845,23,65,2,EUR,WWI 2GB Spy Video Recorder Pen M300 Purple,Wide World Importers,Recording Pen,Audio,83.24,181.0,362.0,166.48,195.52
373009,1,1/8/2016,1/19/2016,1064519,0,1589,4,GBP,SV DVD 38 DVD Storage Binder E25 Silver,Southridge Video,Movie DVD,"Music, Movies and Audio Books",5.09,9.99,39.96,20.36,19.6
373010,1,1/8/2016,,538801,27,2492,6,EUR,Cigarette Lighter Adapter for Contoso Phones E110 White,Contoso,Cell phones Accessories,Cell phones,12.74,24.99,149.94,76.44,73.5
373010,2,1/8/2016,,538801,27,2288,8,EUR,Proseware Chandelier M0815 Silver,Proseware,Lamps,Home Appliances,123.47,268.5,2148.0,987.76,1160.24
373010,3,1/8/2016,,538801,27,56,2,EUR,WWI 4GB Video Recording Pen X200 Yellow,Wide World Importers,Recording Pen,Audio,98.07,296.0,592.0,196.14,395.86
373011,1,1/8/2016,,82415,4,440,2,AUD,WWI Desktop PC1.60 E1600 Silver,Wide World Importers,Desktops,Computers,112.14,219.95,439.9,224.28,215.61999999999998
374000,1,1/9/2016,,1971983,48,737,5,USD,"Proseware Color Ink Jet Fax, Copier, Phone M250 Green",Proseware,"Printers, Scanners & Fax",Computers,73.12,159.0,795.0,365.6,429.4
374000,2,1/9/2016,,1971983,48,1735,3,USD,MGS Flight Simulator 2004: A Century of Flight E111,Tailspin Toys,Download Games,Games and Toys,14.28,28.0,84.0,42.839999999999996,41.160000000000004
374000,3,1/9/2016,,1971983,48,103,3,USD,WWI Wireless Bluetooth Stereo Headphones M270 Black,Wide World Importers,Bluetooth Headphones,Audio,52.88,115.0,345.0,158.64000000000001,186.35999999999999
374000,5,1/9/2016,,1971983,48,81,2,USD,NT Wireless Bluetooth Stereo Headphones E302 Black,Northwind Traders,Bluetooth Headphones,Audio,18.65,40.55,81.1,37.3,43.8
374000,6,1/9/2016,,1971983,48,1624,1,USD,Contoso DVD Recorder L220 White,Contoso,Movie DVD,"Music, Movies and Audio Books",72.56,219.0,219.0,72.56,146.44
374001,1,1/9/2016,,2050933,47,1429,1,USD,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey,The Phone Company,Touch Screen Phones,Cell phones,132.9,289.0,289.0,132.9,156.1
374001,2,1/9/2016,,2050933,47,545,1,USD,Proseware Screen 125in X1609 Black,Proseware,Projectors & Screens,Computers,152.08,459.0,459.0,152.08,306.91999999999996
374002,1,1/9/2016,,320030,8,1991,8,CAD,Fabrikam Microwave 1.6CuFt M1250 Silver,Fabrikam,Microwaves,Home Appliances,82.77,179.99,1439.92,662.16,777.7600000000001
374002,2,1/9/2016,,320030,8,1667,8,CAD,MGS Hand Games for kids E300 Black,Tailspin Toys,Boxed Games,Games and Toys,2.8,5.5,44.0,22.4,21.6
374002,3,1/9/2016,,320030,8,2098,3,CAD,Contoso Water Heater 2.6GPM E0900 Green,Contoso,Water Heaters,Home Appliances,258.99,508.0,1524.0,776.97,747.03
374002,4,1/9/2016,,320030,8,1695,1,CAD,SV Hand Games for 12-16 boys E60 Black,Southridge Video,Boxed Games,Games and Toys,2.54,4.98,4.98,2.54,2.4400000000000004
374003,1,1/9/2016,,1188400,38,1606,1,GBP,SV DVD 9-Inch Player Portable M300 Silver,Southridge Video,Movie DVD,"Music, Movies and Audio Books",73.57,159.99,159.99,73.57,86.42000000000002
374005,1,1/9/2016,,239647,8,1197,2,CAD,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Grey,Fabrikam,Camcorders,Cameras and camcorders,220.25,432.0,864.0,440.5,423.5
374006,1,1/9/2016,,1387959,65,1622,6,USD,Contoso DVD Recorder L200 Black,Contoso,Movie DVD,"Music, Movies and Audio Books",72.56,219.0,1314.0,435.36,878.64
374007,1,1/9/2016,,800548,31,1631,3,EUR,Contoso DVD 55DVD Storage Binder M56 Black,Contoso,Movie DVD,"Music, Movies and Audio Books",5.82,12.66,37.980000000000004,17.46,20.520000000000003
374008,1,1/9/2016,,789641,29,1217,4,EUR,Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Black,Fabrikam,Camcorders,Cameras and camcorders,255.68,556.0,2224.0,1022.72,1201.28
374009,1,1/9/2016,,728541,30,538,3,EUR,WWI CRT17 E106 White,Wide World Importers,Monitors,Computers,50.47,99.0,297.0,151.41,145.59
374010,1,1/9/2016,,665776,12,1632,3,EUR,Contoso DVD 48 DVD Storage Binder M50 Silver,Contoso,Movie DVD,"Music, Movies and Audio Books",8.27,17.99,53.97,24.81,29.16
374010,2,1/9/2016,,665776,12,1048,1,EUR,A. Datum SLR Camera X136 Silver,A. Datum,Digital SLR Cameras,Cameras and camcorders,141.47,427.0,427.0,141.47,285.53
374010,3,1/9/2016,,665776,12,1681,7,EUR,MGS Hand Games men M300 Silver,Tailspin Toys,Boxed Games,Games and Toys,3.17,6.89,48.23,22.189999999999998,26.04
374010,4,1/9/2016,,665776,12,2104,4,EUR,Contoso Water Heater 1.5GPM E0800 Silver,Contoso,Water Heaters,Home Appliances,131.28,257.5,1030.0,525.12,504.88
374010,5,1/9/2016,,665776,12,1673,2,EUR,MGS Hand Games for kids E300 Red,Tailspin Toys,Boxed Games,Games and Toys,2.8,5.5,11.0,5.6,5.4
374010,6,1/9/2016,,665776,12,1206,2,EUR,Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Grey,Fabrikam,Camcorders,Cameras and camcorders,516.86,1560.0,3120.0,1033.72,2086.2799999999997
374010,7,1/9/2016,,665776,12,961,5,EUR,A. Datum Ultra Compact Digital Camera M190 Grey,A. Datum,Digital Cameras,Cameras and camcorders,75.88,165.0,825.0,379.4,445.6
374011,1,1/9/2016,,174622,5,1256,8,AUD,Contoso General Carrying Case E304 Blue,Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,10.19,19.99,159.92,81.52,78.39999999999999
374012,1,1/9/2016,1/20/2016,1758208,0,1280,1,USD,Contoso General Soft Carrying Case E318 Silver,Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,7.64,14.99,14.99,7.64,7.3500000000000005
374012,2,1/9/2016,1/20/2016,1758208,0,1276,1,USD,Contoso Digital Cameras Lightweight Tripod E316 Pink,Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,26.58,52.13,52.13,26.58,25.550000000000004
374012,3,1/9/2016,1/20/2016,1758208,0,2454,5,USD,Litware Desktop Wind Tower Oscillating Fan E1201 White,Litware,Fans,Home Appliances,15.29,29.99,149.95,76.44999999999999,73.5
374012,4,1/9/2016,1/20/2016,1758208,0,2108,1,USD,Contoso Water Heater 2.6GPM E0900 Grey,Contoso,Water Heaters,Home Appliances,258.99,508.0,508.0,258.99,249.01
